frame_id,timestamp,object_id,class,center_x,center_y,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2
20,0.6666666666666666,1,player,197.64781588107275,340.67366430758,0.95,177.64781588107275,310.67366430758,217.64781588107275,370.67366430758
20,0.6666666666666666,2,player,795.4508497187473,464.7213595499958,0.88,775.4508497187473,434.7213595499958,815.4508497187473,494.7213595499958
21,0.7,1,player,204.05132427757889,342.57792915650725,0.95,184.05132427757889,312.57792915650725,224.05132427757889,372.57792915650725
21,0.7,2,player,791.4344943582428,463.21240099005524,0.88,771.4344943582428,433.21240099005524,811.4344943582428,493.21240099005524
21,0.7,3,ball,694.6861752186066,228.55399799342047,0.75,689.6861752186066,223.55399799342047,699.6861752186066,233.55399799342047
22,0.7333333333333333,1,player,210.3196584690863,344.46351791849276,0.95,190.3196584690863,314.46351791849276,230.3196584690863,374.46351791849276
22,0.7333333333333333,2,player,787.3690657292863,461.6410594220631,0.88,767.3690657292863,431.6410594220631,807.3690657292863,491.6410594220631
23,0.7666666666666667,1,player,216.44825424670375,346.3296035119862,0.95,196.44825424670375,316.3296035119862,236.44825424670375,376.3296035119862
23,0.7666666666666667,2,player,783.2666616782152,460.00888557043675,0.88,763.2666616782152,430.00888557043675,803.2666616782152,490.00888557043675
24,0.8,1,player,222.4327925502015,348.17536741017153,0.95,202.4327925502015,318.17536741017153,242.4327925502015,378.17536741017153
24,0.8,2,player,779.1395259764656,458.31749019371296,0.88,759.1395259764656,428.31749019371296,799.1395259764656,488.31749019371296
24,0.8,3,ball,671.4481157398059,211.18279480282834,0.75,666.4481157398059,206.18279480282834,676.4481157398059,216.18279480282834
25,0.8333333333333334,1,player,228.26920704511056,350.0,0.95,208.26920704511056,320.0,248.26920704511056,380.0
25,0.8333333333333334,2,player,775.0,456.5685424949238,0.88,755.0,426.5685424949238,795.0,486.5685424949238
26,0.8666666666666667,1,player,233.95369125645482,351.80270093731303,0.95,213.95369125645482,321.80270093731303,253.95369125645482,381.80270093731303
26,0.8666666666666667,2,player,770.8604740235344,454.7637684742951,0.88,750.8604740235344,424.7637684742951,790.8604740235344,484.7637684742951
27,0.9,1,player,239.48270524660194,353.5826794978997,0.95,219.48270524660194,323.5826794978997,259.48270524660194,383.5826794978997
27,0.9,2,player,766.7333383217848,452.90494922589215,0.88,746.7333383217848,422.90494922589215,786.7333383217848,482.90494922589215
27,0.9,3,ball,631.1539728327368,214.71252583070535,0.75,626.1539728327368,209.71252583070535,636.1539728327368,219.71252583070535
28,0.9333333333333333,1,player,244.85298182551674,355.3391549243344,0.95,224.85298182551674,325.3391549243344,264.85298182551674,385.3391549243344
28,0.9333333333333333,2,player,762.6309342707137,450.99391917989516,0.88,742.6309342707137,420.99391917989516,782.6309342707137,480.99391917989516
29,0.9666666666666667,1,player,250.06153228252248,357.07135676844314,0.95,230.06153228252248,327.07135676844314,270.0615322825225,387.07135676844314
29,0.9666666666666667,2,player,758.5655056417572,449.03256429223813,0.88,738.5655056417572,419.03256429223813,778.5655056417572,479.03256429223813
30,1.0,1,player,255.10565162951536,358.7785252292473,0.95,235.10565162951536,328.7785252292473,275.10565162951536,388.7785252292473
30,1.0,2,player,754.5491502812527,447.0228201833978,0.88,734.5491502812527,417.0228201833978,774.5491502812527,477.0228201833978
30,1.0,3,ball,576.335575687742,238.6474508437579,0.75,571.335575687742,233.6474508437579,581.335575687742,243.6474508437579
31,1.0333333333333334,1,player,259.9829233464325,360.4599114862375,0.95,239.98292334643247,330.4599114862375,279.9829233464325,390.4599114862375
31,1.0333333333333334,2,player,750.5937723657661,444.9666702281704,0.88,730.5937723657661,414.9666702281704,770.5937723657661,474.9666702281704
32,1.0666666666666667,1,player,264.69122362064934,362.11477802783105,0.95,244.69122362064934,332.11477802783105,284.69122362064934,392.11477802783105
32,1.0666666666666667,2,player,746.7110354217464,442.86614359831975,0.88,726.7110354217464,412.86614359831975,766.7110354217464,472.86614359831975
33,1.1,1,player,269.2287250728689,363.742398974869,0.95,249.22872507286888,333.742398974869,289.2287250728689,393.742398974869
33,1.1,2,player,742.9123162949143,440.7233132600297,0.88,722.9123162949143,410.7233132600297,762.9123162949143,470.7233132600297
33,1.1,3,ball,510.4373658054033,279.62598075315054,0.75,505.4373658054033,274.62598075315054,515.4373658054033,284.62598075315054
34,1.1333333333333333,1,player,273.5938999629655,365.3420603990105,0.95,253.5938999629655,335.3420603990105,293.5938999629655,395.3420603990105
34,1.1333333333333333,2,player,739.2086602510502,438.5402939281372,0.88,719.2086602510502,408.5402939281372,759.2086602510502,468.5402939281372
35,1.1666666666666667,1,player,277.78552287016066,366.9130606358858,0.95,257.78552287016066,336.9130606358858,297.78552287016066,396.9130606358858
35,1.1666666666666667,2,player,735.6107373853763,436.31923997916374,0.88,715.6107373853763,406.31923997916374,755.6107373853763,466.31923997916374
36,1.2,1,player,281.8026728428272,368.4547105928689,0.95,261.8026728428272,338.4547105928689,301.8026728428272,398.4547105928689
36,1.2,2,player,732.1288005125655,434.0623433252058,0.88,712.1288005125655,404.0623433252058,752.1288005125655,464.0623433252058
36,1.2,3,ball,437.5999700692914,331.8928028121413,0.75,432.5999700692914,326.8928028121413,442.5999700692914,336.8928028121413
37,1.2333333333333334,1,player,285.6447350141512,369.9663340513365,0.95,265.6447350141512,339.9663340513365,305.6447350141512,399.9663340513365
37,1.2333333333333334,2,player,728.7726447035656,431.77183125078244,0.88,708.7726447035656,401.77183125078244,748.7726447035656,461.77183125078244
38,1.2666666666666666,1,player,289.3114016808179,371.4472679632803,0.95,269.3114016808179,341.4472679632803,309.3114016808179,401.4472679632803
38,1.2666666666666666,2,player,725.5515686289294,429.44996421477424,0.88,705.5515686289294,399.44996421477424,745.5515686289294,459.44996421477424
39,1.3,1,player,292.8026728428272,372.89686274214114,0.95,272.8026728428272,342.89686274214114,312.8026728428272,402.89686274214114
39,1.3,2,player,722.4743378612105,427.0990336196233,0.88,702.4743378612105,397.0990336196233,742.4743378612105,457.0990336196233
39,1.3,3,ball,362.4000299307087,388.1071971878586,0.75,357.4000299307087,383.1071971878586,367.4000299307087,393.1071971878586
40,1.3333333333333333,1,player,296.118856203494,374.31448254773943,0.95,276.118856203494,344.31448254773943,316.118856203494,404.31448254773943
40,1.3333333333333333,2,player,719.5491502812527,424.7213595499958,0.88,699.5491502812527,394.7213595499958,739.5491502812527,454.7213595499958
41,1.3666666666666667,1,player,299.26056662963214,375.6995055651756,0.95,279.26056662963214,345.6995055651756,319.26056662963214,405.6995055651756
41,1.3666666666666667,2,player,716.7836037248993,422.31928848313834,0.88,696.7836037248993,392.31928848313834,736.7836037248993,452.31928848313834
42,1.4,1,player,302.2287250728688,377.05132427757894,0.95,282.2287250728688,347.05132427757894,322.2287250728688,407.05132427757894
42,1.4,2,player,714.1846659978069,419.8951909731884,0.88,694.1846659978069,389.8951909731884,734.1846659978069,449.8951909731884
42,1.4,3,ball,289.56263419459674,440.3740192468494,0.75,284.56263419459674,435.3740192468494,294.56263419459674,445.3740192468494
43,1.4333333333333333,1,player,305.0245569539827,378.36934573258395,0.95,285.0245569539827,348.36934573258395,325.0245569539827,408.36934573258395
43,1.4333333333333333,2,player,711.7586473766991,417.4514593117234,0.88,691.7586473766991,387.4514593117234,731.7586473766991,447.4514593117234
44,1.4666666666666666,1,player,307.64959001309916,379.6529918024196,0.95,287.64959001309916,349.6529918024196,327.64959001309916,409.6529918024196
44,1.4666666666666666,2,player,709.5111757055874,414.990505166858,0.88,689.5111757055874,384.990505166858,729.5111757055874,444.990505166858
45,1.5,1,player,310.10565162951536,380.90169943749476,0.95,290.10565162951536,350.90169943749476,330.10565162951536,410.90169943749476
45,1.5,2,player,707.4471741852424,412.5147572032185,0.88,687.4471741852424,382.5147572032185,727.4471741852424,442.5147572032185
45,1.5,3,ball,223.6644243122581,481.35254915624205,0.75,218.6644243122581,476.35254915624205,228.6644243122581,486.35254915624205
46,1.5333333333333334,1,player,312.39486561585585,382.1149209133704,0.95,292.39486561585585,352.1149209133704,332.39486561585585,412.1149209133704
46,1.5333333333333334,2,player,705.5708419435684,410.0266586851443,0.88,685.5708419435684,380.0266586851443,725.5708419435684,440.0266586851443
47,1.5666666666666667,1,player,314.51964849218336,383.29212407100994,0.95,294.51964849218336,353.29212407100994,334.51964849218336,413.29212407100994
47,1.5666666666666667,2,player,703.8856374635656,407.52866506548116,0.88,683.8856374635656,377.52866506548116,723.8856374635656,437.52866506548116
48,1.6,1,player,316.48270524660194,384.4327925502015,0.95,296.48270524660194,354.4327925502015,336.48270524660194,414.4327925502015
48,1.6,2,player,702.3942649342761,405.0232415623451,0.88,682.3942649342761,375.0232415623451,722.3942649342761,435.0232415623451
48,1.6,3,ball,168.8460271672632,505.2874741692947,0.75,163.8460271672632,500.2874741692947,173.8460271672632,510.2874741692947
49,1.6333333333333333,1,player,318.28702458978813,385.53642601605065,0.95,298.28702458978813,355.53642601605065,338.28702458978813,415.53642601605065
49,1.6333333333333333,2,player,701.0986635785864,402.51286072625027,0.88,681.0986635785864,372.51286072625027,721.0986635785864,432.51286072625027
50,1.6666666666666667,1,player,319.9358737117772,386.6025403784439,0.95,299.9358737117772,356.6025403784439,339.9358737117772,416.6025403784439
50,1.6666666666666667,2,player,700.0,400.0,0.88,680.0,370.0,720.0,430.0
51,1.7,1,player,321.4327925502015,387.6306680043864,0.95,301.4327925502015,357.6306680043864,341.4327925502015,417.6306680043864
51,1.7,2,player,699.0986635785864,397.48713927374973,0.88,679.0986635785864,367.48713927374973,719.0986635785864,427.48713927374973
51,1.7,3,ball,128.55188426019419,508.8172051971717,0.75,123.55188426019419,503.8172051971717,133.55188426019419,513.8172051971717
52,1.7333333333333334,1,player,322.7815875800371,388.62035792312145,0.95,302.7815875800371,358.62035792312145,342.7815875800371,418.62035792312145
52,1.7333333333333334,2,player,698.3942649342761,394.97675843765495,0.88,678.3942649342761,364.97675843765495,718.3942649342761,424.97675843765495
53,1.7666666666666666,1,player,323.98632513575296,389.5711760239413,0.95,303.98632513575296,359.5711760239413,343.98632513575296,419.5711760239413
53,1.7666666666666666,2,player,697.8856374635656,392.47133493451884,0.88,677.8856374635656,362.47133493451884,717.8856374635656,422.47133493451884
54,1.8,1,player,325.05132427757894,390.48270524660194,0.95,305.05132427757894,360.48270524660194,345.05132427757894,420.48270524660194
54,1.8,2,player,697.5708419435684,389.97334131485565,0.88,677.5708419435684,359.97334131485565,717.5708419435684,419.97334131485565
54,1.8,3,ball,105.31382478139341,491.44600200657953,0.75,100.31382478139341,486.44600200657953,110.31382478139341,496.44600200657953
55,1.8333333333333333,1,player,325.9811492144061,391.3545457642601,0.95,305.9811492144061,361.3545457642601,345.9811492144061,421.3545457642601
55,1.8333333333333333,2,player,697.4471741852423,387.48524279678156,0.88,677.4471741852423,357.48524279678156,717.4471741852423,417.48524279678156
56,1.8666666666666667,1,player,326.78060129661367,392.18631515885005,0.95,306.78060129661367,362.18631515885005,346.78060129661367,422.18631515885005
56,1.8666666666666667,2,player,697.5111757055874,385.009494833142,0.88,677.5111757055874,355.009494833142,717.5111757055874,415.009494833142
57,1.9,1,player,327.4547105928689,392.9776485888251,0.95,307.4547105928689,362.9776485888251,347.4547105928689,422.9776485888251
57,1.9,2,player,697.7586473766991,382.5485406882766,0.88,677.7586473766991,352.5485406882766,717.7586473766991,412.5485406882766
57,1.9,3,ball,100.59198147151852,455.61359846230346,0.75,95.59198147151852,450.61359846230346,105.59198147151852,460.61359846230346
58,1.9333333333333333,1,player,328.0087270656772,393.72819894918916,0.95,308.0087270656772,363.72819894918916,348.0087270656772,423.72819894918916
58,1.9333333333333333,2,player,698.1846659978069,380.1048090268116,0.88,678.1846659978069,350.1048090268116,718.1846659978069,410.1048090268116
59,1.9666666666666666,1,player,328.44811136116437,394.4376370237481,0.95,308.44811136116437,364.4376370237481,348.44811136116437,424.4376370237481
59,1.9666666666666666,2,player,698.7836037248992,377.68071151686166,0.88,678.7836037248992,347.68071151686166,718.7836037248992,407.68071151686166
60,2.0,1,player,328.7785252292473,395.10565162951536,0.95,308.7785252292473,365.10565162951536,348.7785252292473,425.10565162951536
60,2.0,2,player,699.5491502812527,375.2786404500042,0.88,679.5491502812527,345.2786404500042,719.5491502812527,405.2786404500042
60,2.0,3,ball,114.68304511145391,406.35254915624205,0.75,109.68304511145391,401.35254915624205,119.68304511145391,411.35254915624205
61,2.033333333333333,1,player,329.00582159100105,395.7319497532067,0.95,309.00582159100105,365.7319497532067,349.00582159100105,425.7319497532067
61,2.033333333333333,2,player,700.4743378612105,372.9009663803767,0.88,680.4743378612105,342.9009663803767,720.4743378612105,402.9009663803767
62,2.066666666666667,1,player,329.1360342706464,396.31625667976584,0.95,309.1360342706464,366.31625667976584,349.1360342706464,426.31625667976584
62,2.066666666666667,2,player,701.5515686289294,370.55003578522576,0.88,681.5515686289294,340.55003578522576,721.5515686289294,400.55003578522576
63,2.1,1,player,329.17536741017153,396.8583161128631,0.95,309.17536741017153,366.8583161128631,349.17536741017153,426.8583161128631
63,2.1,2,player,702.7726447035656,368.2281687492175,0.88,682.7726447035656,338.2281687492175,722.7726447035656,398.2281687492175
63,2.1,3,ball,146.7016223493955,350.5814220706028,0.75,141.7016223493955,345.5814220706028,151.7016223493955,355.5814220706028
64,2.1333333333333333,1,player,329.1301845851594,397.357890287316,0.95,309.1301845851594,367.357890287316,349.1301845851594,427.357890287316
64,2.1333333333333333,2,player,704.1288005125655,365.9376566747942,0.88,684.1288005125655,335.9376566747942,724.1288005125655,395.9376566747942
65,2.1666666666666665,1,player,329.00699764091337,397.81476007338057,0.95,309.00699764091337,367.81476007338057,349.00699764091337,427.81476007338057
65,2.1666666666666665,2,player,705.6107373853763,363.6807600208363,0.88,685.6107373853763,333.6807600208363,725.6107373853763,393.6807600208363
66,2.2,1,player,328.8124552684678,398.2287250728689,0.95,308.8124552684678,368.2287250728689,348.8124552684678,428.2287250728689
66,2.2,2,player,707.2086602510502,361.4597060718628,0.88,687.2086602510502,331.4597060718628,727.2086602510502,391.4597060718628
66,2.2,3,ball,194.6358682213935,296.133106265239,0.75,189.6358682213935,291.133106265239,199.6358682213935,301.133106265239
67,2.2333333333333334,1,player,328.55333134052495,398.5996037070505,0.95,308.55333134052495,368.5996037070505,348.55333134052495,428.5996037070505
67,2.2333333333333334,2,player,708.9123162949141,359.27668673997033,0.88,688.9123162949141,329.27668673997033,728.9123162949141,389.27668673997033
68,2.2666666666666666,1,player,328.23651302778046,398.9272332962988,0.95,308.23651302778046,368.9272332962988,348.23651302778046,428.9272332962988
68,2.2666666666666666,2,player,710.7110354217464,357.1338564016803,0.88,690.7110354217464,327.1338564016803,730.7110354217464,387.1338564016803
69,2.3,1,player,327.86898871648555,399.21147013144775,0.95,307.86898871648555,369.21147013144775,347.86898871648555,429.21147013144775
69,2.3,2,player,712.5937723657661,355.0333297718296,0.88,692.5937723657661,325.0333297718296,732.5937723657661,385.0333297718296
69,2.3,3,ball,255.47389776948518,250.6547058867884,0.75,250.47389776948518,245.6547058867884,260.4738977694852,255.6547058867884
70,2.3333333333333335,1,player,327.4578357484426,399.45218953682735,0.95,307.4578357484426,369.45218953682735,347.4578357484426,429.45218953682735
70,2.3333333333333335,2,player,714.5491502812527,352.9771798166022,0.88,694.5491502812527,322.9771798166022,734.5491502812527,382.9771798166022
71,2.3666666666666667,1,player,327.0102080049436,399.64928592495045,0.95,307.0102080049436,369.64928592495045,347.0102080049436,429.64928592495045
71,2.3666666666666667,2,player,716.5655056417572,350.9674357077619,0.88,696.5655056417572,320.9674357077619,736.5655056417572,380.9674357077619
72,2.4,1,player,326.53332335643046,399.8026728428272,0.95,306.53332335643046,369.8026728428272,346.53332335643046,429.8026728428272
72,2.4,2,player,718.6309342707137,349.00608082010484,0.88,698.6309342707137,319.00608082010484,738.6309342707137,379.00608082010484
72,2.4,3,ball,325.39303385054336,220.5335271167623,0.75,320.39303385054336,215.5335271167623,330.39303385054336,225.5335271167623
73,2.433333333333333,1,player,326.0344509998982,399.91228300988587,0.95,306.0344509998982,369.91228300988587,346.0344509998982,429.91228300988587
73,2.433333333333333,2,player,720.7333383217848,347.09505077410785,0.88,700.7333383217848,317.09505077410785,740.7333383217848,377.09505077410785
74,2.466666666666667,1,player,325.5208987062533,399.97806834748457,0.95,305.5208987062533,369.97806834748457,345.5208987062533,429.97806834748457
74,2.466666666666667,2,player,722.8604740235344,345.2362315257049,0.88,702.8604740235344,315.2362315257049,742.8604740235344,375.2362315257049
75,2.5,1,player,325.0,400.0,0.95,305.0,370.0,345.0,430.0
75,2.5,2,player,725.0,343.4314575050762,0.88,705.0,313.4314575050762,745.0,373.4314575050762
75,2.5,3,ball,399.99999999999994,210.0,0.75,394.99999999999994,205.0,404.99999999999994,215.0
76,2.533333333333333,1,player,324.47910129374674,399.97806834748457,0.95,304.47910129374674,369.97806834748457,344.47910129374674,429.97806834748457
76,2.533333333333333,2,player,727.1395259764656,341.6825098062871,0.88,707.1395259764656,311.6825098062871,747.1395259764656,371.6825098062871
77,2.566666666666667,1,player,323.96554900010176,399.91228300988587,0.95,303.96554900010176,369.91228300988587,343.96554900010176,429.91228300988587
77,2.566666666666667,2,player,729.2666616782152,339.9911144295632,0.88,709.2666616782152,309.9911144295632,749.2666616782152,369.9911144295632
78,2.6,1,player,323.4666766435696,399.8026728428272,0.95,303.4666766435696,369.8026728428272,343.4666766435696,429.8026728428272
78,2.6,2,player,731.3690657292863,338.3589405779369,0.88,711.3690657292863,308.3589405779369,751.3690657292863,368.3589405779369
78,2.6,3,ball,474.60696614945647,220.53352711676226,0.75,469.60696614945647,215.53352711676226,479.60696614945647,225.53352711676226
79,2.6333333333333333,1,player,322.9897919950564,399.64928592495045,0.95,302.9897919950564,369.64928592495045,342.9897919950564,429.64928592495045
79,2.6333333333333333,2,player,733.4344943582427,336.78759900994476,0.88,713.4344943582427,306.78759900994476,753.4344943582427,366.78759900994476
80,2.6666666666666665,1,player,322.54216425155744,399.45218953682735,0.95,302.54216425155744,369.45218953682735,342.54216425155744,429.45218953682735
80,2.6666666666666665,2,player,735.4508497187473,335.2786404500042,0.88,715.4508497187473,305.2786404500042,755.4508497187473,365.2786404500042
81,2.7,1,player,322.1310112835145,399.21147013144775,0.95,302.1310112835145,369.21147013144775,342.1310112835145,429.21147013144775
81,2.7,2,player,737.4062276342339,333.833554058035,0.88,717.4062276342339,303.833554058035,757.4062276342339,363.833554058035
81,2.7,3,ball,544.5261022305147,250.65470588678835,0.75,539.5261022305147,245.65470588678835,549.5261022305147,255.65470588678835
82,2.7333333333333334,1,player,321.7634869722195,398.9272332962988,0.95,301.7634869722195,368.9272332962988,341.7634869722195,428.9272332962988
82,2.7333333333333334,2,player,739.2889645782536,332.45376595983885,0.88,719.2889645782536,302.45376595983885,759.2889645782536,362.45376595983885
83,2.7666666666666666,1,player,321.446668659475,398.5996037070505,0.95,301.446668659475,368.5996037070505,341.446668659475,428.5996037070505
83,2.7666666666666666,2,player,741.0876837050857,331.1406378396845,0.88,721.0876837050857,301.1406378396845,761.0876837050857,361.1406378396845
84,2.8,1,player,321.18754473153217,398.2287250728689,0.95,301.18754473153217,368.2287250728689,341.18754473153217,428.2287250728689
84,2.8,2,player,742.7913397489498,329.8954655964909,0.88,722.7913397489498,299.8954655964909,762.7913397489498,359.8954655964909
84,2.8,3,ball,605.3641317786064,296.1331062652389,0.75,600.3641317786064,291.1331062652389,610.3641317786064,301.1331062652389
85,2.8333333333333335,1,player,320.9930023590867,397.81476007338057,0.95,300.9930023590867,367.81476007338057,340.9930023590867,427.81476007338057
85,2.8333333333333335,2,player,744.3892626146237,328.71947806493057,0.88,724.3892626146237,298.71947806493057,764.3892626146237,358.71947806493057
86,2.8666666666666667,1,player,320.8698154148406,397.357890287316,0.95,300.8698154148406,367.357890287316,340.8698154148406,427.357890287316
86,2.8666666666666667,2,player,745.8711994874345,327.6138358027184,0.88,725.8711994874345,297.6138358027184,765.8711994874345,357.6138358027184
87,2.9,1,player,320.8246325898285,396.8583161128631,0.95,300.8246325898285,366.8583161128631,340.8246325898285,426.8583161128631
87,2.9,2,player,747.2273552964344,326.5796299452815,0.88,727.2273552964344,296.5796299452815,767.2273552964344,356.5796299452815
87,2.9,3,ball,653.2983776506044,350.58142207060274,0.75,648.2983776506044,345.58142207060274,658.2983776506044,355.58142207060274
88,2.933333333333333,1,player,320.8639657293537,396.31625667976584,0.95,300.8639657293537,366.31625667976584,340.8639657293537,426.31625667976584
88,2.933333333333333,2,player,748.4484313710706,325.61788112893987,0.88,728.4484313710706,295.61788112893987,768.4484313710706,355.61788112893987
89,2.966666666666667,1,player,320.99417840899895,395.7319497532067,0.95,300.99417840899895,365.7319497532067,340.99417840899895,425.7319497532067
89,2.966666666666667,2,player,749.5256621387895,324.72953848366194,0.88,729.5256621387895,294.72953848366194,769.5256621387895,354.72953848366194
90,3.0,1,player,321.2214747707527,395.10565162951536,0.95,301.2214747707527,365.10565162951536,341.2214747707527,425.10565162951536
90,3.0,2,player,750.4508497187473,323.9154786963877,0.88,730.4508497187473,293.9154786963877,770.4508497187473,353.9154786963877
90,3.0,3,ball,685.316954888546,406.3525491562418,0.75,680.316954888546,401.3525491562418,690.316954888546,411.3525491562418
91,3.033333333333333,1,player,321.55188863883563,394.4376370237481,0.95,301.55188863883563,364.4376370237481,341.55188863883563,424.4376370237481
91,3.033333333333333,2,player,751.2163962751008,323.17650514584454,0.88,731.2163962751008,293.17650514584454,771.2163962751008,353.17650514584454
92,3.066666666666667,1,player,321.9912729343228,393.72819894918916,0.95,301.9912729343228,363.72819894918916,341.9912729343228,423.72819894918916
92,3.066666666666667,2,player,751.8153340021933,322.5133471097095,0.88,731.8153340021933,292.5133471097095,771.8153340021933,352.5133471097095
